Index,CppName,Name,Wiki,AntiSeoUpperBound,Tags,Description,Authors,Responsibles,Desc,TG_DOC,TG_LINK_GRAPH,TG_STATIC,TG_L2,TG_UNUSED,Group,TG_DOC_TEXT,TG_DYNAMIC,TG_REARR_USE,TG_UNDOCUMENTED,TG_NN_OVER_FEATURES_USE,TG_LINK_TEXT,TG_DEPRECATED,TG_BINARY,TG_OFTEN_ZERO,# TODO(FACTORDEL-65),TG_HOST,TG_BROWSER,TG_USER,TG_USERFEAT_VISITS_ACTIVITY_DOWNLOADS,TG_USERFEAT,TG_QUERY_ONLY,TG_L3_OVERWRITE,# TODO(FACTORDEL-97),TG_LOCALIZED_COUNTRY,TG_THEME_CLASSIF,TG_TRANS,TG_SAMOHOD_UNIMPLEMENTED,TG_CALLISTO_UNIMPLEMENTED,Ticket,ImplementationTime,TG_OWNER,TG_COMMERCIAL,UseArtifact,TG_NEURAL,MinValue,MaxValue,TG_FRESHNESS_USE,TG_QUERY_DETECTOR_PREDICT,TG_NOT_01,TG_ALICE_MUSIC,TG_ANNOTATION_NOFILTER,TG_TEXT_MACHINE,TG_ALLOW_USE_FOR_ALICE,DependsOn,TG_USER_SEARCH,TG_USER_SEARCH_ONLY,TG_DATE,Countries,TG_USER_EXT_DATA,TG_USERFEAT_90D,TG_USERFEAT_CLICKS_SHOWS,TG_FORMULA_2245_DEP_3,CanonicalValue,TG_USER_SEARCH_EXTERNAL,TG_DOWNER,TG_STATIC_REGINFO,# TODO(FACTORDEL-56),TG_URL_TEXT,TG_LOCALIZED_GEOINQUERY,Comment,TG_WIKIPEDIA,TG_LOCALIZED_CITY,TG_DOPP,TG_USERFEAT_USF,TG_LOCALIZED_REGION,TG_CATALOG,TG_UNIMPLEMENTED],,TG_COUNTER,TG_FORMULA_2245_DEP_2,TG_NAV,TG_USERFEAT_238D,TG_FORMULA_2245_DEP_5,TG_REMOVED,TG_USERFEAT_BROWSER_PAGE_RANK,TG_L3_MODEL_VALUE,TG_DOC_CONTENT,TG_RTMODELS_SERVICE,TG_USE_MARKUP,TG_ALL_RELEVANCE_MARKUP,TG_SIN_SIG_MARKUP,TG_BERT_DISTILL,TG_UNIMPLEMENTED,TG_DATA_FROM_BIGRT,TG_SPYLOG_RAPID_CLICKS_BIGRT,TG_USED_IN_CONF_REARR,TG_NO_L3,TG_DATA_FROM_SAASKV,TG_USERFEAT_1600D,TG_USERFEAT_SEARCH_DWELL_TIME,TG_USERFEAT_CLICK_MACHINE,TG_META_OVERWRITE,TG_METRIKA,TG_USERFEAT_30D,TG_DATA_FROM_SAASKV],TG_SEARCH_RAPID_CLICKS_BIGRT,TG_USERFEAT_1832D,TG_ANNOTATION_FILTER,TG_USERFEAT_NHOP,TG_MASCOT,TG_BEAST,TG_USERFEAT_365D,TG_USERFEAT_1D,TG_USERFEAT_SURFING_TREE,TG_SYNNORM,TG_USERFEAT_URL_QUERY_TRIGRAMS,TG_USERFEAT_MULTI_PERIOD,TG_USERFEAT_VISITS_FROM,TG_USERFEAT_USER_HUB,TG_USERFEAT_POPULAR_SE_FRC,TG_USERFEAT_SAME_QUERY_RETURN,TG_USERFEAT_SBM,TG_META,TG_L3,TG_PRS,# ImplementationTime,TG_ALLOW_USE_FOR_SPAM_FORMULAS,TG_USERFEAT_GEOCLICKS,TG_USERFEAT_REVISITS,TG_USERFEAT_REG_SITE_BROWSER,TG_COLLABORATED,TG_USERFEAT_SAMPLE_PERIOD,TG_USERFEAT_USF_SAMPLE_PERIOD,TG_LINGBOOST,TG_USERFEAT_FIELDSET2,TG_USERFEAT_730D,TG_USERFEAT_BROWSER_QUERY_PAGE_RANK_SAMPLE,TG_USERFEAT_BROWSER_QUERY_PAGE_RANK,TG_UNSUPPORTED,TG_USERFEAT_NHOP_SUM_DWELLTIME,TG_FORMULA_2245_DEP_4,TG_REUSABLE,TG_USERFEAT_META_STREAM,TG_USERFEAT_MAX_PERIOD,TG_USERFEAT_USER_BROWSE_LONG_PERIOD_STATIC,TG_KNN,TG_FORMULA_2245_DEP,TG_ALICE_ARAMUSIC,TG_RANDOM_LOG,TG_REMAPPED,TG_TOLOKA,TG_FROZEN,# DependsOn
1563,FI_DSSM_RANDOM_LOG_QUERY_AVG_BROWSER_HOST_DOWNLOAD_PROBABILITY,DssmRandomLogQueryAvgBrowserHostDownloadProbability,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/RandomLogMeta/,,"[TG_NEURAL, TG_QUERY_ONLY, TG_DYNAMIC, TG_USER, TG_USER_SEARCH, TG_L2, TG_BROWSER, TG_RANDOM_LOG, TG_DEPRECATED]",Предсказанное с помощью нейронной сети среднее значение BrowserHostDownloadProbability по запросу за год.,"[""ptanusha""]","[""ptanusha"", ""mbusel""]",The average BrowserHostDownloadProbability value per request per year predicted by the neural network.,,,,True,,,,True,,,,,True,,,,,True,True,,,True,,,,,,,,FACTOR-1454,,,,"{Name: ""DssmRandomLog""}",True,,,,,,,,,,"[{Feature: [""BrowserHostDownloadProbability""], Slice: ""web_production""}]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1564,FI_DSSM_RANDOM_LOG_QUERY_AVG_REG_BROWSER_USER_HUB,DssmRandomLogQueryAvgRegBrowserUserHub,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/RandomLogMeta/,,"[TG_NEURAL, TG_QUERY_ONLY, TG_DYNAMIC, TG_USER, TG_USER_SEARCH, TG_L2, TG_BROWSER, TG_USER_EXT_DATA, TG_RANDOM_LOG, TG_USERFEAT, TG_USERFEAT_365D, TG_DEPRECATED]",Предсказанное с помощью нейронной сети среднее значение RegBrowserUserHub по запросу за год.,"[""ptanusha""]","[""ptanusha"", ""mbusel""]",Predicted by a neural network of the average RegBrowserUserHub value per query for the year.,,,,True,,,,True,,,,,True,,,,,True,True,,True,True,,,,,,,,FACTOR-1454,,,,"{Name: ""DssmRandomLog""}",True,,,,,,,,,,"[{Feature: [""RegBrowserUserHub""], Slice: ""web_production""}]",True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1565,FI_DSSM_RANDOM_LOG_QUERY_AVG_AUX_TITLE_BM25,DssmRandomLogQueryAvgAuxTitleBM25,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/RandomLogMeta/,,"[TG_NEURAL, TG_QUERY_ONLY, TG_DYNAMIC, TG_USER, TG_USER_SEARCH, TG_L2, TG_RANDOM_LOG, TG_USERFEAT, TG_USERFEAT_365D, TG_DEPRECATED]",Предсказанное с помощью нейронной сети среднее значение AuxTitleBM25 по запросу за год.,"[""ptanusha""]","[""ptanusha"", ""mbusel""]",Predicted by the neural network average AuxTitleBM25 for the query for the year.,,,,True,,,,True,,,,,True,,,,,,True,,True,True,,,,,,,,FACTOR-1454,,,,"{Name: ""DssmRandomLog""}",True,,,,,,,,,,"[{Feature: [""AuxTitleBM25""], Slice: ""web_production""}]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1566,FI_DSSM_RANDOM_LOG_QUERY_AVG_QUERY_URL_CORRECTED_CTR_XFACTOR,DssmRandomLogQueryAvgQueryUrlCorrectedCtrXfactor,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/RandomLogMeta/,,"[TG_NEURAL, TG_QUERY_ONLY, TG_DYNAMIC, TG_USER, TG_USER_SEARCH, TG_L2, TG_COLLABORATED, TG_RANDOM_LOG, TG_DEPRECATED, TG_REMOVED]",Предсказанное с помощью нейронной сети среднее значение QueryUrlCorrectedCtrXfactor по запросу за год.,"[""ptanusha""]","[""ptanusha"", ""mbusel""]",Predicted by neural network average QueryUrlCorrectedCtrXfactor for the year.,,,,True,,,,True,,,,,True,,,,,,True,,,True,,,,,,,,FACTOR-1454,,,,"{Name: ""DssmRandomLog""}",True,,,,,,,,,,"[{Feature: [""QueryUrlCorrectedCtrXfactor""], Slice: ""web_production""}]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,True,,,,
1567,FI_DSSM_RANDOM_LOG_QUERY_AVG_QUERY_TO_DOC_ALL_SUM_F_COUNT_TEXT_BM11_NORM16384,DssmRandomLogQueryAvgQueryToDocAllSumFCountTextBm11Norm16384,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/RandomLogMeta/,,"[TG_NEURAL, TG_QUERY_ONLY, TG_DYNAMIC, TG_USER, TG_USER_SEARCH, TG_L2, TG_LINGBOOST, TG_RANDOM_LOG, TG_DEPRECATED]",Предсказанное с помощью нейронной сети среднее значение QueryToDocAllSumFCountTextBm11Norm16384 по запросу за год.,"[""ptanusha""]","[""ptanusha"", ""mbusel""]",Predicted by neural network average QueryToDocAllSumFCountTextBm11Norm16384 for the year.,,,,True,,,,True,,,,,True,,,,,,True,,,True,,,,,,,,FACTOR-1454,,,,"{Name: ""DssmRandomLog""}",True,,,,,,,,,,"[{Feature: [""REMOVED_1018""], Slice: ""web_production""}]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,True,,,,
1568,FI_DSSM_RANDOM_LOG_QUERY_AVG_XF_DT_SHOW_ALL_SUM_WF_SUM_W_BODY_MIN_WINDOW_SIZE,DssmRandomLogQueryAvgXfDtShowAllSumWFSumWBodyMinWindowSize,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/RandomLogMeta/,,"[TG_NEURAL, TG_QUERY_ONLY, TG_DYNAMIC, TG_USER, TG_USER_SEARCH, TG_L2, TG_LINGBOOST, TG_RANDOM_LOG, TG_USERFEAT, TG_USERFEAT_365D, TG_DEPRECATED]",Предсказанное с помощью нейронной сети среднее значение XfDtShowAllSumWFSumWBodyMinWindowSize по запросу за год.,"[""ptanusha""]","[""ptanusha"", ""mbusel""]",Predicted by the neural network average XfDtShowAllSumWFSumWBodyMinWindowSize for the year.,,,,True,,,,True,,,,,True,,,,,,True,,True,True,,,,,,,,FACTOR-1454,,,,"{Name: ""DssmRandomLog""}",True,,,,,,,,,,"[{Feature: [""XfDtShowAllSumWFSumWBodyMinWindowSize""], Slice: ""web_production""}]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,True,,,,
1569,FI_DSSM_RANDOM_LOG_QUERY_CLICKS_WEIGHTED_AVG_IS_MAIN_PAGE,DssmRandomLogQueryClicksWeightedAvgIsMainPage,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/RandomLogMeta/,,"[TG_NEURAL, TG_QUERY_ONLY, TG_DYNAMIC, TG_USER, TG_USER_SEARCH, TG_L2, TG_RANDOM_LOG, TG_USERFEAT, TG_USERFEAT_365D, TG_DEPRECATED]",Предсказанное с помощью нейронной сети средневзвешанное кликами значение IsMainPage по запросу за год.,"[""ptanusha""]","[""ptanusha"", ""mbusel""]",Predicted by the neural network of the weighted average of clicks IsMainPage on the request for the year.,,,,True,,,,True,,,,,True,,,,,,True,,True,True,,,,,,,,FACTOR-1454,,,,"{Name: ""DssmRandomLog""}",True,,,,,,,,,,"[{Feature: [""IsMainPage""], Slice: ""web_production""}]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1570,FI_DSSM_RANDOM_LOG_QUERY_CLICKS_WEIGHTED_AVG_YABAR_URL_AVG_TIME,DssmRandomLogQueryClicksWeightedAvgYabarUrlAvgTime,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/RandomLogMeta/,,"[TG_NEURAL, TG_QUERY_ONLY, TG_DYNAMIC, TG_USER, TG_USER_SEARCH, TG_L2, TG_BROWSER, TG_RANDOM_LOG, TG_USERFEAT, TG_USERFEAT_365D, TG_DEPRECATED]",Предсказанное с помощью нейронной сети средневзвешанное кликами значение YabarUrlAvgTime по запросу за год.,"[""ptanusha""]","[""ptanusha"", ""mbusel""]",Predicted by the neural network weighted average by clicks YabarUrlAvgTime on the request for the year.,,,,True,,,,True,,,,,True,,,,,True,True,,True,True,,,,,,,,FACTOR-1454,,,,"{Name: ""DssmRandomLog""}",True,,,,,,,,,,"[{Feature: [""YabarUrlAvgTime""], Slice: ""web_production""}]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1571,FI_DSSM_RANDOM_LOG_QUERY_CLICKS_WEIGHTED_AVG_DIFFERENT_INTERNAL_LINKS,DssmRandomLogQueryClicksWeightedAvgDifferentInternalLinks,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/RandomLogMeta/,,"[TG_NEURAL, TG_QUERY_ONLY, TG_DYNAMIC, TG_USER, TG_USER_SEARCH, TG_L2, TG_RANDOM_LOG, TG_DEPRECATED]",Предсказанное с помощью нейронной сети средневзвешанное кликами значение DifferentInternalLinks по запросу за год.,"[""ptanusha""]","[""ptanusha"", ""mbusel""]",Predicted by the neural network of the average click-weighted value of DifferentInternalLinks by query for the year.,,,,True,,,,True,,,,,True,,,,,,True,,,True,,,,,,,,FACTOR-1454,,,,"{Name: ""DssmRandomLog""}",True,,,,,,,,,,"[{Feature: [""DifferentInternalLinks""], Slice: ""web_production""}]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1572,FI_DSSM_RANDOM_LOG_QUERY_DWELLTIME_WEIGHTED_AVG_URL_DOMAIN_FRACTION,DssmRandomLogQueryDwelltimeWeightedAvgUrlDomainFraction,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/RandomLogMeta/,,"[TG_NEURAL, TG_QUERY_ONLY, TG_DYNAMIC, TG_USER, TG_USER_SEARCH, TG_L2, TG_RANDOM_LOG, TG_USERFEAT, TG_USERFEAT_365D, TG_DEPRECATED]",Предсказанное с помощью нейронной сети средневзвешанное dwelltime-ами значение UrlDomainFraction по запросу за год.,"[""ptanusha""]","[""ptanusha"", ""mbusel""]",Predicted by neural network weighted average dwelltime-amy value of UrlDomainFraction by query for the year.,,,,True,,,,True,,,,,True,,,,,,True,,True,True,,,,,,,,FACTOR-1454,,,,"{Name: ""DssmRandomLog""}",True,,,,,,,,,,"[{Feature: [""UrlDomainFraction""], Slice: ""web_production""}]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1573,XF_DT_SHOW_KNN_ALL_MAX_WF_FIELD_SET3_BCLM_WEIGHTED_F_LOG_W0_K0_001,XfDtShowKnnAllMaxWFFieldSet3BclmWeightedFLogW0K0001,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/lingboost,,"[TG_DOC, TG_DYNAMIC, TG_USER, TG_USER_SEARCH, TG_DOC_TEXT, TG_LINGBOOST, TG_TEXT_MACHINE, TG_NEURAL, TG_KNN, TG_NN_OVER_FEATURES_USE, TG_DEPRECATED, TG_FORMULA_2245_DEP]",Фактор лингвистического бустинга. Тип расширений: XfDtShowKnn. Фактор: BclmWeightedFLogW0 по группе стримов 3. Максимальное взвешенное значение фактора.,"[""mihaild""]","[""mihaild"", ""gotmanov"", ""ilnurkh""]",Linguistic Boosting Factor. Type of extensions: XfDtShowKnn. Factor: BclmWeightedFLogW0 by stream group 3. Maximum weighted value of the factor.,True,,,,,,True,True,,,True,,True,,,,,,True,,,,,,,,,,,THES-223,,,,"{Name: ""KnnExpansions""}",True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,True,,,,,,
1574,XF_DT_SHOW_KNN_ALL_MAX_WF_FIELD_SET2_BM15_F_LOG_K0_001,XfDtShowKnnAllMaxWFFieldSet2Bm15FLogK0001,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/lingboost,,"[TG_DOC, TG_DYNAMIC, TG_USER, TG_USER_SEARCH, TG_DOC_TEXT, TG_LINGBOOST, TG_TEXT_MACHINE, TG_NEURAL, TG_KNN, TG_NN_OVER_FEATURES_USE, TG_USERFEAT, TG_USERFEAT_MULTI_PERIOD, TG_USERFEAT_FIELDSET2, TG_DEPRECATED, TG_FORMULA_2245_DEP]",Фактор лингвистического бустинга. Тип расширений: XfDtShowKnn. Фактор: Bm15FLog по группе стримов 2. Максимальное взвешенное значение фактора.,"[""mihaild""]","[""mihaild"", ""gotmanov"", ""ilnurkh""]",Linguistic Boosting Factor. Type of extensions: XfDtShowKnn. Factor: Bm15FLog by stream group 2. Maximum weighted value of the factor.,True,,,,,,True,True,,,True,,True,,,,,,True,,True,,,,,,,,,THES-223,,,,"{Name: ""KnnExpansions""}",True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,True,True,,,,,,
1575,XF_DT_SHOW_KNN_BAG_OF_WORDS_FIELD_SET_BAG_OF_WORDS_ORIGINAL_REQUEST_FRACTION,XfDtShowKnnBagOfWordsFieldSetBagOfWordsOriginalRequestFraction,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/lingboost,,"[TG_DOC, TG_DYNAMIC, TG_USER, TG_USER_SEARCH, TG_DOC_TEXT, TG_LINGBOOST, TG_TEXT_MACHINE, TG_NEURAL, TG_KNN, TG_NN_OVER_FEATURES_USE, TG_USERFEAT, TG_USERFEAT_MULTI_PERIOD, TG_DEPRECATED, TG_FORMULA_2245_DEP]",Фактор лингвистического бустинга. Тип расширений: XfDtShowKnn. Фактор: мешочный OriginalRequestFraction по стриму FieldSetBagOfWords.,"[""mihaild""]","[""mihaild"", ""gotmanov"", ""ilnurkh""]",Linguistic Boosting Factor. Extension type: XfDtShowKnn. Factor: Bag OriginalRequestFraction by Stream FieldSetBagOfWords.,True,,,,,,True,True,,,True,,True,,,,,,True,,True,,,,,,,,,THES-223,,,,"{Name: ""KnnExpansions""}",True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,True,,,,,,
1576,XF_DT_SHOW_KNN_ALL_MAX_WF_SUM_W_QUERY_DWELL_TIME_MIX_MATCH_WEIGHTED_VALUE,XfDtShowKnnAllMaxWFSumWQueryDwellTimeMixMatchWeightedValue,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/lingboost,,"[TG_DOC, TG_DYNAMIC, TG_USER, TG_USER_SEARCH, TG_DOC_TEXT, TG_LINGBOOST, TG_TEXT_MACHINE, TG_NEURAL, TG_KNN, TG_SAMOHOD_UNIMPLEMENTED, TG_CALLISTO_UNIMPLEMENTED, TG_NN_OVER_FEATURES_USE, TG_USERFEAT, TG_USERFEAT_730D, TG_USERFEAT_CLICK_MACHINE, TG_DEPRECATED, TG_FORMULA_2245_DEP]",Фактор лингвистического бустинга. Тип расширений: XfDtShowKnn. Фактор: MixMatchWeightedValue по стриму QueryDwellTime. Максимальное взвешенное значение фактора нормированное на суммарный вес.,"[""mihaild""]","[""mihaild"", ""gotmanov"", ""ilnurkh""]",Linguistic Boosting Factor. Extension type: XfDtShowKnn. Factor: MixMatchWeightedValue by stream QueryDwellTime. Maximum weighted value of the factor normalized to the total weight.,True,,,,,,True,True,,,True,,True,,,,,,True,,True,,,,,,,True,True,THES-223,,,,"{Name: ""KnnExpansions""}",True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,True,True,,,,,,
1577,XF_DT_SHOW_KNN_ALL_SUM_W2_F_SUM_W_TITLE_BM15_K0_1,XfDtShowKnnAllSumW2FSumWTitleBm15K01,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/lingboost,,"[TG_DOC, TG_DYNAMIC, TG_USER, TG_USER_SEARCH, TG_DOC_TEXT, TG_LINGBOOST, TG_TEXT_MACHINE, TG_NEURAL, TG_KNN, TG_NN_OVER_FEATURES_USE, TG_DEPRECATED, TG_FORMULA_2245_DEP]",Фактор лингвистического бустинга. Тип расширений: XfDtShowKnn. Фактор: Bm15 по стриму Title. Суммарное взвешенное значений фактора умноженных на вес (\\frac{\\Sum W_i * (W_i * F_i)}{\\Sum W_i}) нормированное на суммарный вес.,"[""mihaild""]","[""mihaild"", ""gotmanov"", ""ilnurkh""]",Linguistic Boosting Factor. Extension type: XfDtShowKnn. Factor: Bm15 by Title stream. Total weighted values of the factor multiplied by the weight (\\frac{\\Sum W_i * (W_i * F_i)}{\\Sum W_i}) normalized by the total weight.,True,,,,,,True,True,,,True,,True,,,,,,True,,,,,,,,,,,THES-223,,,,"{Name: ""KnnExpansions""}",True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,True,,,,,,
1578,XF_DT_SHOW_KNN_TOP_MIN_F_FIELD_SET3_BCLM_WEIGHTED_F_LOG_W0_K0_001,XfDtShowKnnTopMinFFieldSet3BclmWeightedFLogW0K0001,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/lingboost,,"[TG_DOC, TG_DYNAMIC, TG_USER, TG_USER_SEARCH, TG_DOC_TEXT, TG_LINGBOOST, TG_TEXT_MACHINE, TG_NEURAL, TG_KNN, TG_NN_OVER_FEATURES_USE, TG_USERFEAT, TG_USERFEAT_MULTI_PERIOD, TG_DEPRECATED, TG_FORMULA_2245_DEP]",Фактор лингвистического бустинга. Тип расширений: XfDtShowKnn. Фактор: BclmWeightedFLogW0 по группе стримов 3. Минимальное значение фактора по топу расширений.,"[""mihaild""]","[""mihaild"", ""gotmanov"", ""ilnurkh""]",Linguistic Boosting Factor. Type of extensions: XfDtShowKnn. Factor: BclmWeightedFLogW0 by stream group 3. Minimum value of the factor by extension top.,True,,,,,,True,True,,,True,,True,,,,,,True,,True,,,,,,,,,THES-223,,,,"{Name: ""KnnExpansions""}",True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,True,,,,,,
1579,XF_DT_SHOW_KNN_ALL_SUM_W2_F_SUM_W_FIELD_SET3_BCLM_WEIGHTED_F_LOG_W0_K0_001,XfDtShowKnnAllSumW2FSumWFieldSet3BclmWeightedFLogW0K0001,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/lingboost,,"[TG_DOC, TG_DYNAMIC, TG_USER, TG_USER_SEARCH, TG_DOC_TEXT, TG_LINGBOOST, TG_TEXT_MACHINE, TG_NEURAL, TG_KNN, TG_NN_OVER_FEATURES_USE, TG_USERFEAT, TG_USERFEAT_MULTI_PERIOD, TG_DEPRECATED, TG_FORMULA_2245_DEP]",Фактор лингвистического бустинга. Тип расширений: XfDtShowKnn. Фактор: BclmWeightedFLogW0 по группе стримов 3. Суммарное взвешенное значений фактора умноженных на вес (\\frac{\\Sum W_i * (W_i * F_i)}{\\Sum W_i}) нормированное на суммарный вес.,"[""mihaild""]","[""mihaild"", ""gotmanov"", ""ilnurkh""]",Linguistic Boosting Factor. Type of extensions: XfDtShowKnn. Factor: BclmWeightedFLogW0 by stream group 3. Total weighted values of the factor multiplied by the weight (\\frac{\\Sum W_i * (W_i * F_i)}{\\Sum W_i}) normalized by the total weight.,True,,,,,,True,True,,,True,,True,,,,,,True,,True,,,,,,,,,THES-223,,,,"{Name: ""KnnExpansions""}",True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,True,,,,,,
1580,XF_DT_SHOW_KNN_ALL_MAX_WF_FIELD_SET1_BM15_F_LOG_K0_001,XfDtShowKnnAllMaxWFFieldSet1Bm15FLogK0001,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/lingboost,,"[TG_DOC, TG_DYNAMIC, TG_USER, TG_USER_SEARCH, TG_DOC_TEXT, TG_LINGBOOST, TG_TEXT_MACHINE, TG_NEURAL, TG_KNN, TG_NN_OVER_FEATURES_USE, TG_USERFEAT, TG_USERFEAT_MULTI_PERIOD, TG_DEPRECATED, TG_FORMULA_2245_DEP]",Фактор лингвистического бустинга. Тип расширений: XfDtShowKnn. Фактор: Bm15FLog по группе стримов 1. Максимальное взвешенное значение фактора.,"[""mihaild""]","[""mihaild"", ""gotmanov"", ""ilnurkh""]",Linguistic Boosting Factor. Type of extensions: XfDtShowKnn. Factor: Bm15FLog by stream group 1. Maximum weighted value of the factor.,True,,,,,,True,True,,,True,,True,,,,,,True,,True,,,,,,,,,THES-223,,,,"{Name: ""KnnExpansions""}",True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,True,,,,,,
