,serp_cluster,query,Keyword,SERP features,Volume,KD,CPC,Previous traffic,Current traffic,Traffic change,Previous position,Current position,Position change,Previous URL inside,Previous URL,Current URL inside,Current URL,Previous date,Current date
90,501c3 application illinois,illinois 501 c 3 application,illinois 501 c 3 application,,20,8,,0.0,,,55.0,,Lost,,http://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,,2022-11-08 07:18:16,
91,501c3 application illinois,501c3 application illinois,501c3 application illinois,,50,8,,0.0,,,85.0,,Lost,,http://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,,2022-11-10 02:59:28,
92,501c3 benefits,benefits of 501c3 status,benefits of 501c3 status,,30,28,5.29,0.0,,,37.0,,Lost,,http://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,,2022-11-11 00:18:14,
93,501c3 benefits,benefits of 501c3,benefits of 501c3,,250,22,1.57,0.0,,,93.0,,Lost,,http://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,,2022-11-13 09:50:23,
94,501c3 benefits,501c3 benefits,501c3 benefits,"Featured snippet, People also ask, Sitelinks, Video preview",250,25,3.25,,0.0,,,64.0,New,,,,https://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,2023-01-31 19:22:56
95,501c3 fee,how much do lawyers charge for 501c3,how much do lawyers charge for 501c3,,70,7,,0.0,,,78.0,,Lost,,http://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,,2022-11-12 12:06:31,
96,501c3 fee,501c3 cost,501c3 cost,"Featured snippet, People also ask, Sitelinks, Image pack",300,18,3.35,,0.0,,,62.0,New,,,,https://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,2023-02-01 12:44:55
97,501c3 fee,501c3 fees,501c3 fees,"People also ask, Sitelinks",80,17,3.58,0.0,0.0,0.0,59.0,64.0,-5,,https://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,https://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,2022-11-11 08:37:32,2023-01-28 15:11:40
98,501c3 fee,how much does 501c3 cost,how much does 501c3 cost,,30,9,,0.0,,,68.0,,Lost,,http://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,,2022-10-30 10:14:11,
99,501c3 fee,how much does it cost to file 501c3 with irs,how much does it cost to file 501c3 with irs,People also ask,50,16,,0.0,0.0,0.0,62.0,96.0,-34,,http://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,https://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,2022-11-07 17:10:46,2023-01-23 17:30:35
100,501c3 fee,cost to apply for 501c3,cost to apply for 501c3,,20,12,,0.0,,,88.0,,Lost,,http://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,,2022-11-12 01:55:16,
101,501c3 fee,501c3 fee,501c3 fee,,80,11,3.98,0.0,,,55.0,,Lost,,http://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,,2022-11-06 00:01:18,
102,501c3 fee,how much does it cost to apply for 501c3 status,how much does it cost to apply for 501c3 status,,30,13,9.58,0.0,,,55.0,,Lost,,http://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,,2022-10-30 15:40:55,
103,501c3 fee,how much does it cost to get 501c3 status,how much does it cost to get 501c3 status,,20,12,,0.0,,,63.0,,Lost,,http://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,,2022-11-08 10:14:50,
104,501c3 fee,irs 501 c 3 application filing fee,irs 501 c 3 application filing fee,"People also ask, Sitelinks",20,17,7.08,,0.0,,,89.0,New,,,,https://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,2023-02-07 00:03:06
105,501c3 fee,how much does it cost to become a 501c3,how much does it cost to become a 501c3,,30,12,5.64,0.0,,,65.0,,Lost,,http://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,,2022-11-09 20:52:45,
106,501c3 fee,cost of 501c3 application,cost of 501c3 application,,80,12,2.39,0.0,,,83.0,,Lost,,http://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,,2022-11-11 08:38:30,
107,501c3 fee,501c3 costs,501c3 costs,"People also ask, Sitelinks, Image pack",300,17,,,0.0,,,33.0,New,,,,https://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,2023-02-08 16:37:55
108,501c4 examples,examples of 501 c 4 organizations,examples of 501 c 4 organizations,,50,30,4.3,0.0,,,64.0,,Lost,,http://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,,2022-11-07 05:30:55,
109,501c4 examples,examples of 501c4 organizations,examples of 501c4 organizations,"Featured snippet, People also ask, Sitelinks, Image pack",150,29,,,0.0,,,97.0,New,,,,https://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,2023-02-08 05:24:14
110,501c4 examples,501c4 examples,501c4 examples,"Featured snippet, People also ask, Sitelinks",150,29,2.21,,0.0,,,76.0,New,,,,https://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,2023-01-31 14:49:42
111,503 c 6,501 c 6 tax deductible,501 c 6 tax deductible,,30,25,0.0,0.0,,,56.0,,Lost,,http://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,,2022-11-05 04:35:15,
112,503 c 6,503 c 6,503 c 6,"People also ask, Image pack",20,22,,0.0,0.0,0.0,76.0,94.0,-18,,http://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,https://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,2022-11-13 01:19:07,2023-01-30 13:50:03
113,5e 5,5e-5,5e-5,"People also ask, Image pack, Sitelinks",150,1,0.0,0.0,0.0,0.0,78.0,82.0,-4,,https://www.bikeleague.org/5-Es,,https://www.bikeleague.org/5-Es,2022-10-29 16:20:12,2023-02-09 16:56:25
114,5e 5,5e 5,5e 5,"People also ask, Image pack, Sitelinks, Video preview",300,1,0.0,0.0,0.0,0.0,68.0,66.0,2,,https://www.bikeleague.org/5-Es,,https://www.bikeleague.org/5-Es,2022-11-10 23:26:34,2023-01-28 00:44:25
115,668 oneill drive eagan mn,668 oneill drive eagan mn 55121,668 oneill drive eagan mn 55121,,150,0,,0.0,,,58.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-11-01 07:53:22,
116,668 oneill drive eagan mn,668 oneill drive eagan mn,668 oneill drive eagan mn,,450,0,,0.0,,,64.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-11-02 02:41:50,
117,7545 rivertown rd fairburn ga,7545 rivertown road fairburn ga,7545 rivertown road fairburn ga,,50,0,,0.0,,,65.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-10-27 14:05:26,
118,7545 rivertown rd fairburn ga,7545 rivertown rd fairburn ga 30213,7545 rivertown rd fairburn ga 30213,,30,0,,0.0,,,66.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-11-03 01:26:50,
119,7545 rivertown rd fairburn ga,7545 rivertown road fairburn ga 30213,7545 rivertown road fairburn ga 30213,,40,0,,0.0,,,77.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-11-04 01:58:44,
120,7545 rivertown rd fairburn ga,7545 rivertown rd fairburn ga,7545 rivertown rd fairburn ga,"Sitelinks, Video preview",40,0,,0.0,0.0,0.0,72.0,75.0,-3,,https://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,https://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,2022-10-30 15:59:31,2023-02-11 15:02:26
121,8718 alvarado trl,8718 alvarado trail inver grove heights,8718 alvarado trail inver grove heights,"Image pack, Sitelinks",100,0,,0.0,0.0,0.0,37.0,59.0,-22,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,https://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,2022-11-03 13:05:37,2023-01-21 03:36:58
122,8718 alvarado trl,8718 alvarado trl,8718 alvarado trl,,150,0,,,0.0,,,83.0,New,,,,https://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,2023-01-22 12:28:33
123,8718 alvarado trl,8718 alvarado trail inver grove heights mn,8718 alvarado trail inver grove heights mn,"Image pack, Sitelinks",100,0,,0.0,0.0,0.0,50.0,55.0,-5,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,https://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,2022-11-04 15:40:59,2023-01-22 05:32:37
124,a nation united bfa,bfa a nation united,bfa a nation united,"Sitelinks, People also ask",20,2,,0.0,0.0,0.0,54.0,38.0,16,,https://www.bikeleague.org/bfa/awards,,https://www.bikeleague.org/,2022-11-11 10:55:24,2023-01-27 14:52:44
125,a nation united bfa,a nation united bfa,a nation united bfa,"Sitelinks, People also ask, Videos",20,1,,0.0,0.0,0.0,53.0,42.0,11,,https://www.bikeleague.org/,,https://www.bikeleague.org/,2022-10-29 14:22:25,2023-02-07 20:58:40
126,aaasne travel,aaa sne travel,aaa sne travel,,30,43,0.66,0.0,,,59.0,,Lost,,https://www.bikeleague.org/sites/default/files/american_bicyclist_sepoct10.pdf,,,2022-11-12 20:37:40,
127,aaasne travel,aaasne travel,aaasne travel,Sitelinks,30,0,0.36,0.0,0.0,0.0,50.0,40.0,10,,https://www.bikeleague.org/sites/default/files/american_bicyclist_sepoct10.pdf,,https://www.bikeleague.org/sites/default/files/american_bicyclist_sepoct10.pdf,2022-10-26 04:13:16,2023-02-05 03:01:56
128,aabts,aabts,aabts,"Adwords top, Sitelinks, Image pack, Video preview",200,0,0.97,,0.0,,,57.0,New,,,,https://www.bikeleague.org/sites/default/files/ABnov-dec2011.pdf,,2023-01-21 18:41:34
129,aabts,aabts ride calendar,aabts ride calendar,"Image pack, Sitelinks",40,0,12.86,0.0,0.0,0.0,26.0,16.0,10,,https://www.bikeleague.org/sites/default/files/ABnov-dec2011.pdf,,https://www.bikeleague.org/sites/default/files/ABnov-dec2011.pdf,2022-11-10 09:18:04,2023-01-27 14:54:58
130,aabts,aabts org,aabts org,"Sitelinks, Image pack",20,0,0.83,0.0,0.0,0.0,53.0,25.0,28,,https://www.bikeleague.org/sites/default/files/ABnov-dec2011.pdf,,https://www.bikeleague.org/sites/default/files/ABnov-dec2011.pdf,2022-10-25 20:28:36,2023-02-04 09:40:53
131,abc quick check,abc quick check is related to:,abc quick check is related to:,"People also ask, Videos, Video preview, Image pack",80,6,,,0.0,,,33.0,New,,,Image pack,https://www.bikeleague.org/smartcyclingresources,,2023-01-21 23:20:01
132,abc quick check,abc quick check,abc quick check,"People also ask, Videos, Image pack, Video preview",20,1,0.0,0.0,0.0,0.0,7.0,6.0,1,Image pack,https://www.bikeleague.org/smartcyclingresources,Image pack,https://www.bikeleague.org/smartcyclingresources,2022-11-05 09:47:01,2023-01-23 03:32:17
133,able bike,able bike,able bike,"Sitelinks, Knowledge panel",350,15,,0.0,0.0,0.0,57.0,51.0,6,,https://www.bikeleague.org/business,,https://www.bikeleague.org/business,2022-10-29 04:58:04,2023-02-09 12:58:30
134,able bike,able bikes,able bikes,"Sitelinks, Knowledge panel, Shopping results, Thumbnail, People also ask, Videos, Image pack",350,3,,0.0,0.0,0.0,46.0,50.0,-4,,https://www.bikeleague.org/business,,https://www.bikeleague.org/business,2022-10-29 12:02:34,2023-02-10 22:06:04
135,acs 2013,acs 2013,acs 2013,"Sitelinks, People also ask, Image pack",20,3,0.0,,0.0,,,74.0,New,,,,https://www.bikeleague.org/content/acs-bike-commuting-continues-rise,,2023-02-01 17:47:48
136,acs 2013,2013 acs,2013 acs,"Sitelinks, People also ask, Image pack",30,22,0.0,,0.0,,,50.0,New,,,,https://www.bikeleague.org/content/acs-bike-commuting-continues-rise,,2023-02-04 20:50:08
137,act benefit,act benefits.org,act benefits.org,"Sitelinks, People also ask",100,90,,,0.0,,,82.0,New,,,,https://www.bikeleague.org/content/bicycle-commuter-benefit,,2023-01-24 23:55:56
138,act benefit,act benefit,act benefit,"Thumbnail, People also ask, Sitelinks",150,89,,,0.0,,,50.0,New,,,,https://www.bikeleague.org/content/bicycle-commuter-benefit,,2023-01-22 00:04:26
139,active trans chicago,active trans chicago,active trans chicago,"Sitelinks, Knowledge panel, Image pack",30,7,,0.0,0.0,0.0,32.0,65.0,-33,,https://www.bikeleague.org/content/active-transportation-alliance-helps-chicago-communities-score-big-transportation-win,,https://www.bikeleague.org/content/active-transportation-alliance-helps-chicago-communities-score-big-transportation-win,2022-11-04 07:56:30,2023-01-21 15:50:10
140,active trans chicago,active transportation alliance,active transportation alliance,"Sitelinks, Knowledge panel, Image pack, Adwords bottom",400,3,0.46,,0.0,,,42.0,New,,,,https://www.bikeleague.org/content/active-transportation-alliance-helps-chicago-communities-score-big-transportation-win,,2023-01-21 08:20:07
141,active trans chicago,bike transportation alliance,bike transportation alliance,"Sitelinks, Knowledge panel, People also ask, Image pack",10,8,0.0,0.0,0.0,0.0,63.0,71.0,-8,,https://www.bikeleague.org/content/active-transportation-alliance-helps-chicago-communities-score-big-transportation-win,,https://www.bikeleague.org/content/active-transportation-alliance-helps-chicago-communities-score-big-transportation-win,2022-10-30 22:00:57,2023-02-11 00:30:20
142,activebuolding,active buliding,active buliding,"Sitelinks, People also ask, Video preview",90,53,,,0.0,,,83.0,New,,,,https://www.bikeleague.org/content/what-national-blueprint-transportation-decarbonization-about,,2023-01-22 18:01:35
143,activebuolding,active buildinf,active buildinf,"Sitelinks, People also ask, Video preview",50,53,,,0.0,,,89.0,New,,,,https://www.bikeleague.org/content/what-national-blueprint-transportation-decarbonization-about,,2023-01-23 05:40:54
144,activebuolding,activebuolding,activebuolding,"Sitelinks, People also ask, Video preview",20,53,,,0.0,,,91.0,New,,,,https://www.bikeleague.org/content/what-national-blueprint-transportation-decarbonization-about,,2023-01-23 03:41:38
145,adam rieth,adam reith law,adam reith law,"Sitelinks, Knowledge panel, Image pack, Video preview",20,0,,,0.0,,,43.0,New,,,,https://www.bikeleague.org/content/bike-attorney-directory,,2023-01-29 08:08:52
146,adam rieth,adam rieth,adam rieth,"Local pack, Sitelinks, Image pack",150,2,0.0,,0.0,,,59.0,New,,,,https://www.bikeleague.org/content/bike-attorney-directory,,2023-02-04 11:58:54
147,adam rieth,adam rieth attorney,adam rieth attorney,"Local pack, Sitelinks, Image pack",30,1,0.0,,0.0,,,37.0,New,,,,https://www.bikeleague.org/content/bike-attorney-directory,,2023-02-03 10:22:56
148,adaptive bikes,bike for the disabled,bike for the disabled,,20,17,0.69,0.0,,,31.0,,Lost,,https://www.bikeleague.org/content/creating-safe-streets-people-disabilities,,,2022-11-14 15:32:33,
149,adaptive bikes,adaptive bikes,adaptive bikes,"People also ask, Sitelinks, Shopping results, Thumbnail, Video preview",200,15,0.56,,0.0,,,77.0,New,,,,https://www.bikeleague.org/content/city-reno-adaptive-piloting-adaptive-cycling-center-summer,,2023-02-01 16:52:06
150,adaptive bikes,adaptive bicycle,adaptive bicycle,"People also ask, Sitelinks, Video preview, Shopping results, Thumbnail",300,13,0.65,,0.0,,,79.0,New,,,,https://www.bikeleague.org/content/city-reno-adaptive-piloting-adaptive-cycling-center-summer,,2023-01-26 21:46:44
151,advance cycle parts,advance cycle parts,advance cycle parts,"Sitelinks, Knowledge panel, Image pack",250,0,0.88,,0.0,,,29.0,New,,,,https://www.bikeleague.org/content/find-take-class,,2023-01-21 23:43:44
152,advance cycle parts,advanced cycle parts,advanced cycle parts,"Sitelinks, Knowledge panel, Image pack",250,0,,,0.0,,,51.0,New,,,,https://www.bikeleague.org/content/find-take-class,,2023-02-08 23:13:58
153,advertising bike,advertising bike,advertising bike,"Image pack, People also ask, Sitelinks, Shopping results, Thumbnail, Video preview",150,2,0.12,0.0,0.0,0.0,93.0,98.0,-5,,https://www.bikeleague.org/americanbicyclist,,https://www.bikeleague.org/americanbicyclist,2022-10-29 00:40:51,2023-02-08 23:18:09
154,advertising bike,bicycle advertising business,bicycle advertising business,,10,5,7.26,0.0,,,88.0,,Lost,,https://www.bikeleague.org/business,,,2022-11-05 07:49:57,
155,advocay groups,advocay groups,advocay groups,"People also ask, Knowledge panel, Top stories, Thumbnail",70,20,,0.0,0.0,0.0,55.0,34.0,21,,https://www.bikeleague.org/content/advocacy-organizations,,https://www.bikeleague.org/content/advocacy-organizations,2022-10-30 16:16:33,2023-02-10 15:02:35
156,advocay groups,advocacy groups,advocacy groups,"People also ask, Knowledge panel, Sitelinks",900,20,3.97,0.0,0.0,0.0,58.0,33.0,25,,https://www.bikeleague.org/content/advocacy-organizations,,https://www.bikeleague.org/content/advocacy-organizations,2022-11-11 10:06:47,2023-02-08 02:48:14
157,affirm bikes,affirm bikes,affirm bikes,"Sitelinks, Image pack",150,7,,,0.0,,,71.0,New,,,,https://www.bikeleague.org/content/national-bike-advocacy-groups-affirm-shared-goals-decide-remain-separate,,2023-02-10 06:32:15
158,affirm bikes,bikes affirm,bikes affirm,Video preview,90,7,,,0.0,,,74.0,New,,,,https://www.bikeleague.org/content/national-bike-advocacy-groups-affirm-shared-goals-decide-remain-separate,,2023-02-11 16:50:31
159,alabama bicycle laws,bicycle helmet laws alabama,bicycle helmet laws alabama,,50,1,,0.0,,,37.0,,Lost,,https://www.bikeleague.org/StateBikeLaws,,,2022-11-09 00:10:19,
160,alabama bicycle laws,alabama bicycle laws,alabama bicycle laws,,50,3,1.54,1.0,,,14.0,,Lost,,https://www.bikeleague.org/StateBikeLaws,,,2022-11-08 02:40:15,
161,alabama bicycle laws,alabama bicycle helmet law,alabama bicycle helmet law,,50,1,0.51,0.0,,,30.0,,Lost,,https://www.bikeleague.org/StateBikeLaws,,,2022-11-12 16:41:08,
162,all american cities awards,all american cities awards,all american cities awards,,20,4,,0.0,,,46.0,,Lost,,https://www.bikeleague.org/bfa/awards,,,2022-11-13 11:14:19,
